;userID;placeID;rating;food_rating;service_rating
139;63;45;0;1;0
140;63;3;0;1;0
142;80;66;0;0;0
143;82;5;-1;-1;-1
144;82;64;-1;-1;-1
147;74;75;1;1;1
148;117;38;0;0;0
149;117;80;-1;-1;0
150;117;81;0;0;1
152;117;59;0;1;1
154;118;90;-1;-1;-1
155;118;19;-1;-1;-1
156;118;40;1;-1;-1
157;118;16;-1;-1;-1
160;20;81;0;1;-1
161;20;19;1;1;1
163;20;93;1;1;0
164;51;81;0;0;0
165;51;93;0;0;0
166;51;19;0;1;0
168;55;76;1;1;1
169;55;62;1;1;1
170;55;86;1;1;1
171;55;22;1;1;1
172;83;62;1;1;1
173;83;72;-1;-1;-1
174;55;2;1;1;1
175;83;92;0;1;1
176;83;37;1;1;1
177;83;70;1;1;1
178;83;49;0;1;1
179;55;54;1;1;1
181;55;83;1;1;1
182;55;1;1;1;1
184;53;85;1;1;0
185;53;1;0;1;-1
187;35;38;0;1;0
188;35;59;1;0;1
189;53;18;1;0;1
190;53;21;1;1;-1
191;53;83;0;1;0
192;35;90;0;-1;1
194;53;22;1;0;1
196;53;35;1;1;0
199;64;18;0;1;0
200;81;8;0;-1;0
201;64;24;0;0;1
203;81;71;-1;-1;0
204;64;8;-1;-1;0
205;81;69;-1;-1;-1
206;64;35;0;-1;0
207;64;41;1;-1;1
208;81;1;0;-1;0
209;81;85;-1;0;0
210;81;86;0;1;1
211;81;87;0;1;0
212;81;41;-1;0;0
213;81;23;0;0;0
214;81;67;-1;0;0
216;1;1;1;1;0
220;14;8;0;-1;0
222;88;24;0;1;1
224;14;24;0;-1;1
226;88;27;1;1;1
227;88;8;0;1;1
229;14;71;0;-1;-1
230;14;18;0;0;-1
231;88;51;-1;-1;-1
232;88;20;1;1;1
235;88;85;1;1;1
245;56;67;1;1;1
246;56;87;1;1;1
247;56;41;1;1;1
248;56;1;1;1;1
251;134;44;-1;-1;-1
252;134;49;0;0;0
253;134;1;0;1;0
254;134;33;1;0;-1
256;134;29;1;0;0
257;134;87;1;0;1
258;134;25;0;0;1
259;134;36;1;1;1
260;134;83;1;0;0
261;134;62;-1;-1;-1
262;134;76;1;0;0
265;134;37;1;1;1
266;106;27;0;0;0
267;126;8;-1;-1;-1
268;106;85;-1;-1;-1
269;126;24;1;1;1
271;106;86;1;0;-1
273;126;2;1;1;1
274;126;41;1;0;0
275;126;27;1;0;0
277;126;20;0;1;0
279;44;79;1;1;1
280;124;20;0;0;0
281;44;19;1;1;1
283;124;85;0;0;0
284;124;51;0;-1;0
286;124;8;0;0;0
288;124;24;0;0;0
289;124;69;0;0;0
291;18;71;-1;-1;-1
292;125;71;0;0;1
298;125;85;0;1;0
299;119;79;1;1;1
300;119;40;-1;-1;-1
302;125;18;0;0;0
303;119;90;1;1;1
305;119;19;1;1;1
306;125;35;0;-1;1
310;18;24;0;0;-1
312;18;85;0;0;0
314;18;22;0;0;0
315;18;8;-1;0;0
317;76;69;1;1;0
319;76;67;-1;0;0
320;76;18;1;1;1
322;76;73;1;0;0
324;22;22;-1;-1;-1
325;22;85;0;0;1
326;22;24;1;1;1
327;22;35;0;0;1
328;22;41;1;1;1
333;22;73;1;1;1
336;94;20;-1;-1;-1
338;94;24;-1;0;-1
339;94;51;-1;0;-1
343;94;8;-1;0;-1
345;116;35;-1;-1;-1
347;116;87;1;1;1
348;116;41;1;1;1
349;116;22;1;1;1
350;116;33;-1;1;1
351;116;67;-1;1;1
352;116;1;1;1;1
353;116;23;0;1;1
354;116;52;1;1;1
355;105;24;-1;-1;-1
356;105;8;-1;-1;-1
360;105;20;-1;-1;-1
361;105;69;-1;-1;-1
362;105;41;-1;-1;-1
368;7;24;0;0;1
369;75;85;0;0;0
370;75;52;0;1;0
371;75;24;1;0;0
374;75;69;1;1;-1
376;75;27;0;0;-1
377;115;24;1;1;1
379;115;20;-1;-1;0
381;115;8;0;-1;0
384;115;51;1;1;1
386;24;52;0;0;0
387;24;2;0;0;0
388;24;18;0;1;0
389;24;1;0;0;-1
390;24;35;0;-1;1
391;24;85;1;1;1
392;24;69;1;1;1
394;24;67;0;1;-1
395;24;73;0;1;-1
397;24;27;0;0;0
399;24;86;0;0;0
400;24;23;0;0;0
402;132;1;1;1;1
403;132;87;1;1;1
405;132;22;0;0;1
406;132;41;1;1;1
407;132;86;1;1;1
408;132;85;0;-1;0
410;132;67;1;0;-1
415;5;27;0;0;0
416;5;24;0;1;0
417;5;71;-1;1;-1
418;5;18;1;0;1
419;5;85;1;0;1
420;120;87;-1;-1;-1
421;120;42;0;-1;1
422;120;85;0;0;0
425;4;35;0;0;0
426;4;86;1;1;1
427;4;2;1;1;1
428;120;24;1;1;1
430;120;44;0;0;0
431;4;85;1;1;1
432;120;53;1;1;0
433;77;67;-1;0;0
435;37;20;1;0;0
438;37;42;-1;-1;-1
444;35;79;1;1;1
445;52;17;0;-1;1
446;36;52;0;1;1
448;36;25;1;1;1
449;36;18;1;1;1
450;36;87;1;1;1
451;36;22;1;1;1
452;36;1;1;1;1
453;36;33;1;1;1
454;36;41;1;1;1
455;36;83;1;1;1
458;38;11;0;1;1
459;38;13;-1;0;0
460;38;43;-1;1;0
461;38;56;0;0;1
462;38;15;1;1;1
463;71;15;1;1;1
465;71;41;1;1;1
466;71;35;0;1;1
467;71;18;1;1;1
468;71;1;1;1;1
469;71;13;1;1;1
470;71;85;1;1;1
471;71;52;0;0;0
472;71;69;1;1;1
473;71;86;1;1;1
474;71;22;1;1;1
475;71;23;1;1;1
476;114;21;-1;-1;-1
477;84;82;0;-1;1
478;84;15;1;1;1
479;84;92;1;1;1
480;84;23;1;1;1
481;84;44;1;1;1
482;84;50;1;1;1
484;84;56;1;1;1
485;84;87;1;1;1
486;84;39;0;-1;0
487;49;1;-1;-1;-1
488;49;27;-1;-1;-1
492;19;13;-1;-1;-1
496;69;43;-1;-1;-1
497;69;8;-1;-1;-1
498;69;53;-1;-1;-1
499;69;42;-1;-1;-1
500;69;17;0;-1;-1
503;113;24;1;1;0
504;113;87;0;1;0
505;113;85;-1;-1;-1
506;113;25;0;1;0
507;113;29;1;1;0
508;113;13;-1;0;-1
509;113;11;-1;-1;-1
510;104;69;-1;-1;0
511;104;1;0;1;0
512;104;87;1;1;0
513;104;23;1;0;0
516;106;41;-1;-1;-1
517;104;52;0;1;0
518;106;2;-1;-1;-1
519;106;83;1;1;0
520;104;41;0;0;0
521;106;13;-1;0;-1
522;104;85;1;0;0
523;104;22;1;0;0
524;106;52;1;0;0
526;106;18;1;-1;-1
527;106;69;1;0;0
528;52;91;1;1;0
530;106;87;1;1;1
533;106;15;1;1;1
534;106;23;1;1;0
535;106;25;1;1;1
537;52;30;1;1;0
538;52;10;0;0;0
539;104;27;0;1;0
540;79;79;1;1;1
541;79;75;0;0;-1
542;79;19;1;1;1
543;79;80;0;1;0
544;45;1;1;0;0
546;45;13;0;1;1
547;45;87;1;1;1
548;45;85;-1;-1;-1
549;45;52;0;0;0
550;45;41;0;1;1
551;45;35;1;1;1
553;45;27;0;1;0
554;9;83;0;1;0
555;9;15;1;0;1
556;9;35;0;0;0
557;9;33;1;0;0
558;9;52;1;1;0
559;9;82;0;0;1
561;9;1;0;0;-1
562;9;41;1;0;-1
564;9;25;0;1;1
565;16;52;1;1;1
566;16;18;0;1;1
567;16;85;1;1;1
568;16;2;1;1;1
569;16;13;1;1;1
571;16;35;1;1;1
573;16;87;1;1;-1
574;16;41;1;1;1
575;16;15;1;1;1
578;47;6;-1;-1;-1
581;95;61;0;1;1
582;95;34;1;1;1
583;95;82;0;1;1
584;34;9;0;0;0
585;95;56;0;0;0
586;34;72;-1;-1;-1
587;34;39;0;-1;0
588;95;39;1;1;1
589;95;9;0;1;0
590;95;36;1;1;1
591;7;82;0;1;0
592;7;87;0;1;-1
594;95;50;1;1;1
595;95;92;1;1;1
596;7;22;0;0;0
597;7;85;0;0;-1
598;7;9;-1;-1;-1
599;7;62;0;0;0
601;78;57;0;0;0
603;99;52;1;1;1
604;8;91;0;0;0
605;8;43;0;1;0
606;99;71;1;1;1
607;99;57;-1;-1;-1
608;8;11;1;1;0
609;99;61;0;0;1
611;8;17;0;0;0
612;99;13;0;0;-1
613;8;30;0;0;0
615;8;8;0;0;0
617;99;35;1;1;1
619;8;53;0;0;0
620;8;20;0;0;0
621;99;18;0;0;0
622;40;59;0;0;0
623;40;0;0;0;0
625;40;94;0;1;0
626;121;40;-1;-1;-1
627;110;40;0;1;0
628;110;68;1;1;1
630;110;0;1;1;1
631;121;94;1;1;1
632;121;68;1;1;1
633;121;0;1;1;1
634;42;19;1;1;0
635;42;40;0;1;-1
637;13;25;0;0;0
638;13;92;1;0;0
639;13;87;0;1;-1
642;54;35;1;1;1
643;54;69;1;1;0
644;54;41;1;1;0
645;54;13;1;1;1
647;54;22;1;1;1
648;54;27;1;1;1
650;54;85;0;0;0
652;42;79;1;1;1
654;111;42;1;1;0
655;111;51;1;1;1
656;111;43;0;0;0
657;111;11;1;1;1
659;37;51;0;-1;-1
660;111;17;1;0;-1
662;111;30;-1;-1;-1
663;37;30;0;0;1
664;111;10;-1;-1;-1
665;37;17;1;1;0
668;37;11;0;1;-1
669;15;42;0;0;0
670;15;91;-1;0;0
671;15;10;-1;-1;0
672;15;20;0;0;0
673;15;30;1;1;1
674;15;17;0;0;0
676;128;61;-1;-1;-1
677;62;61;-1;-1;-1
678;101;69;0;0;0
679;101;67;1;0;0
680;101;73;0;0;0
681;101;2;-1;-1;-1
682;101;13;0;-1;0
683;101;85;1;1;0
686;101;41;1;0;0
687;101;27;-1;-1;-1
688;1;87;-1;0;0
690;1;69;0;0;0
693;1;22;1;1;1
695;135;87;-1;-1;-1
696;135;2;-1;-1;-1
697;135;41;-1;-1;-1
698;135;27;-1;-1;-1
699;32;61;0;0;0
700;32;82;1;0;-1
701;32;25;1;1;-1
702;32;87;0;0;0
703;32;18;-1;0;-1
704;32;13;0;0;-1
705;135;1;-1;-1;-1
706;135;52;-1;-1;-1
708;32;52;0;0;-1
709;32;35;0;0;0
710;135;82;-1;-1;-1
711;32;85;-1;-1;-1
713;135;13;-1;-1;-1
715;135;86;-1;-1;-1
716;135;85;-1;-1;-1
717;135;18;-1;-1;-1
718;135;35;-1;-1;-1
719;48;72;0;-1;1
720;48;44;1;1;1
721;48;34;1;1;0
722;48;54;-1;0;-1
724;48;70;1;1;1
725;48;39;1;1;1
726;62;87;-1;-1;-1
727;62;21;-1;-1;-1
728;92;51;0;-1;-1
729;62;1;-1;-1;-1
730;92;87;-1;-1;-1
731;62;41;-1;-1;-1
732;92;29;-1;-1;-1
734;92;62;0;-1;-1
737;92;22;1;0;0
738;62;52;-1;-1;-1
739;92;39;0;0;0
741;13;6;1;1;0
742;85;71;1;1;1
743;85;57;-1;-1;-1
747;109;86;1;1;1
748;109;13;0;0;0
749;85;18;-1;-1;-1
750;85;33;1;1;0
751;109;1;1;1;1
752;85;61;-1;1;1
753;85;36;1;1;1
754;109;85;1;1;1
755;85;1;1;1;1
757;109;18;1;1;1
758;109;82;1;1;1
759;109;87;1;1;1
761;109;61;0;0;0
763;78;35;1;1;1
764;78;2;1;1;1
765;78;27;1;0;1
766;78;52;-1;1;0
767;78;41;1;1;1
768;19;25;-1;-1;-1
769;102;53;1;1;1
770;98;57;0;0;-1
771;98;35;1;0;1
772;98;13;0;1;0
773;46;44;0;-1;1
776;122;61;1;1;1
777;122;82;1;-1;1
778;122;52;1;0;0
779;122;83;1;0;1
780;122;25;1;1;1
782;122;87;1;1;0
783;122;23;1;0;0
785;122;21;1;1;1
786;138;77;1;1;0
787;138;65;1;1;1
788;138;31;0;1;0
789;13;77;1;1;0
790;98;87;0;1;0
791;98;1;0;0;0
792;98;25;1;0;0
793;98;85;1;0;0
795;98;56;1;1;0
796;98;29;0;1;0
797;98;15;0;1;1
798;98;77;0;1;0
800;34;36;-1;-1;-1
801;34;50;0;0;0
803;33;86;1;0;0
804;33;87;1;1;1
805;33;29;1;0;0
807;33;47;1;0;-1
808;33;62;0;-1;-1
809;33;77;1;0;0
810;33;76;1;0;-1
812;33;23;1;0;0
813;89;82;0;0;0
815;89;86;0;0;0
816;89;47;0;0;0
818;89;77;0;0;0
819;3;1;1;1;0
820;89;83;0;0;0
821;3;76;1;1;1
822;89;44;0;0;0
823;3;15;0;1;1
824;89;61;0;0;0
825;89;87;0;0;0
826;3;27;-1;0;0
827;89;92;0;0;0
828;89;52;0;0;0
829;3;12;1;1;0
830;89;6;0;0;0
832;3;65;1;1;1
833;91;1;-1;0;0
834;91;76;1;1;1
835;89;25;-1;-1;-1
836;3;39;1;1;0
837;91;56;0;0;0
838;3;70;1;1;0
839;91;6;0;1;1
841;91;9;0;0;0
842;3;25;1;1;1
845;27;77;0;0;0
846;91;62;1;1;1
847;27;41;0;0;0
849;91;50;0;0;0
850;27;12;0;0;0
851;27;47;0;0;0
852;27;31;0;0;0
853;27;61;0;0;0
854;27;6;0;0;0
855;27;87;0;0;0
856;27;18;0;0;0
859;29;33;1;0;0
860;29;12;0;0;0
861;29;87;0;0;0
862;29;52;-1;0;-1
863;29;83;-1;-1;-1
864;29;1;0;0;-1
865;29;77;0;0;0
866;29;15;0;0;0
867;29;65;0;0;0
869;86;77;0;0;0
870;86;87;1;0;0
871;86;65;1;0;1
872;86;12;1;-1;0
874;86;27;1;1;1
875;86;35;0;0;0
876;86;47;0;0;0
877;19;77;-1;-1;-1
878;19;52;-1;-1;-1
879;137;47;1;1;1
881;19;9;-1;-1;-1
882;137;87;1;0;1
883;137;52;1;1;1
884;90;62;0;0;1
885;137;15;1;1;1
886;137;82;-1;1;1
887;137;33;1;-1;1
889;137;1;1;1;0
890;137;39;1;1;1
891;137;70;1;1;1
892;137;18;1;1;1
894;137;72;1;1;1
895;137;76;1;1;1
896;114;1;-1;-1;-1
898;114;82;-1;-1;-1
899;114;39;-1;-1;-1
900;114;47;-1;-1;-1
901;114;61;0;0;0
902;114;52;-1;-1;-1
903;114;92;-1;-1;-1
904;114;83;-1;-1;-1
905;114;70;0;1;0
906;61;1;0;1;0
907;61;54;1;1;1
908;61;77;0;1;0
909;61;44;1;1;1
910;61;39;1;1;0
911;61;76;1;1;1
912;61;34;1;1;1
913;61;27;1;1;1
914;13;62;0;0;-1
915;13;76;1;1;0
916;61;29;0;1;0
917;61;62;0;1;1
918;61;82;0;0;0
919;46;49;0;0;-1
921;46;77;1;0;1
922;46;87;0;1;0
923;46;62;0;1;-1
924;46;82;1;1;0
925;46;47;0;0;1
926;46;56;0;1;1
928;41;16;1;1;1
929;41;40;1;1;1
931;41;19;1;1;0
932;41;93;0;1;0
933;4;26;1;1;1
934;4;32;1;1;1
935;4;63;1;1;1
936;3;83;1;1;1
938;59;76;1;1;0
939;59;86;0;0;0
940;61;52;0;1;0
941;61;9;0;0;1
942;61;83;1;1;1
945;90;41;1;1;1
947;112;44;0;0;0
949;90;15;1;1;1
951;112;26;-1;-1;0
952;57;71;0;0;0
953;112;25;0;-1;-1
956;90;26;1;1;1
957;112;54;-1;-1;-1
958;57;26;0;-1;-1
959;112;9;-1;-1;-1
960;61;32;1;1;1
961;112;77;0;-1;-1
962;61;63;1;1;1
963;112;29;-1;-1;-1
964;90;87;1;1;1
965;112;62;-1;-1;0
966;90;65;1;1;1
967;25;91;1;0;1
969;112;52;0;-1;-1
970;57;1;0;0;-1
971;112;15;0;0;0
972;61;26;1;0;1
975;57;29;0;-1;-1
976;90;22;1;1;1
977;90;31;1;1;1
978;57;15;0;-1;-1
979;57;76;-1;0;0
981;57;23;0;-1;0
982;25;51;1;1;1
983;57;52;0;-1;0
984;25;63;0;-1;-1
985;25;1;-1;-1;-1
986;25;86;1;0;-1
988;25;53;1;1;1
991;97;25;1;0;-1
992;97;82;1;0;0
993;97;26;0;0;-1
994;97;63;1;0;0
995;97;44;0;-1;0
996;59;32;1;0;1
997;59;49;1;0;0
998;59;15;-1;-1;-1
999;59;87;1;1;1
1000;59;23;1;1;1
1001;128;21;-1;-1;-1
1002;59;1;1;0;0
1003;59;83;1;1;1
1004;128;82;-1;-1;-1
1005;128;6;-1;-1;-1
1006;128;25;-1;-1;-1
1007;128;31;-1;-1;-1
1009;128;77;-1;-1;-1
1010;128;35;-1;-1;-1
1011;128;26;-1;-1;-1
1012;128;47;-1;-1;-1
1013;97;77;1;1;0
1014;97;32;1;1;0
1016;97;72;1;0;0
1017;97;34;1;1;0
1018;6;26;0;0;0
1019;6;25;0;0;0
1020;6;6;1;1;1
1021;6;44;1;1;1
1022;6;65;1;0;1
1023;6;62;0;-1;0
1024;6;76;0;0;1
1025;6;1;0;0;0
1026;6;54;0;0;1
1027;6;23;0;0;1
1029;131;20;1;0;1
1030;131;30;0;1;0
1031;131;91;1;1;1
1033;131;17;1;1;1
1034;131;10;-1;1;-1
1036;73;62;-1;-1;-1
1039;73;47;-1;-1;-1
1040;73;26;-1;-1;-1
1041;73;41;-1;-1;-1
1042;73;52;-1;-1;-1
1043;73;35;-1;-1;-1
1045;73;15;-1;-1;-1
1046;49;77;-1;-1;-1
1047;49;18;-1;-1;-1
1048;49;85;-1;-1;-1
1050;49;87;-1;-1;-1
1051;49;15;-1;-1;-1
1052;49;41;-1;-1;-1
1054;58;71;0;1;1
1055;58;82;1;1;-1
1056;58;21;1;0;0
1057;58;57;0;0;0
1059;58;61;1;1;0
1061;2;77;1;0;0
1063;2;2;0;0;0
1064;2;1;1;1;-1
1065;2;41;0;0;0
1066;2;15;1;1;1
1067;96;6;1;1;1
1068;2;33;0;1;0
1069;2;27;1;0;-1
1070;2;31;0;0;1
1071;2;87;0;0;0
1072;96;22;1;1;1
1073;96;92;0;1;0
1075;96;9;0;-1;1
1076;96;36;1;1;1
1077;136;37;0;0;1
1078;96;44;1;1;1
1079;136;15;1;1;1
1080;96;32;1;1;1
1081;136;77;1;1;1
1082;136;92;0;0;0
1083;96;39;0;1;0
1084;136;36;1;1;1
1086;96;63;0;1;1
1087;96;76;0;1;0
1088;136;63;1;1;1
1089;136;54;0;1;1
1090;136;29;1;1;1
1091;136;86;1;1;1
1092;97;9;1;-1;0
1093;97;21;1;1;1
1094;97;56;1;1;0
1096;58;36;1;1;1
1097;10;21;0;0;0
1098;10;82;0;-1;-1
1099;10;25;-1;-1;-1
1100;3;33;1;1;1
1104;102;11;1;1;1
1105;102;43;1;1;-1
1106;10;18;1;1;1
1107;102;10;1;1;-1
1110;13;47;1;1;1
1111;13;35;0;0;-1
1112;28;5;0;0;0
1113;28;64;0;0;0
1114;28;45;-1;0;-1
1115;50;5;-1;0;0
1116;50;7;-1;-1;-1
1117;50;28;-1;-1;-1
1118;50;74;-1;1;-1
1119;50;58;-1;1;-1
1120;50;78;-1;1;-1
1121;50;60;-1;-1;-1
1122;28;58;0;0;0
1123;129;60;-1;-1;0
1125;28;46;1;1;1
1126;28;88;-1;-1;-1
1127;28;4;1;1;1
1128;87;3;1;1;0
1129;87;45;0;1;0
1131;87;5;1;1;0
1132;87;58;0;1;0
1133;87;74;0;1;0
1134;87;78;0;1;0
1135;87;88;0;1;0
1136;65;89;0;-1;0
1137;65;60;1;0;1
1139;65;48;0;0;0
1140;129;48;-1;-1;-1
1142;39;89;1;1;0
1145;39;48;0;0;1
1148;130;89;-1;-1;-1
1149;130;60;0;1;0
1150;43;28;0;0;0
1151;43;7;0;1;0
1152;11;55;1;1;0
1153;43;4;0;0;0
1155;43;5;0;0;0
1156;43;46;0;0;0
1157;11;66;0;0;-1
1158;68;64;0;0;-1
1159;68;78;0;0;0
