;userID;placeID;rating;food_rating;service_rating
268;106;85;0;0;0
269;126;24;2;2;2
271;106;86;2;1;0
273;126;2;2;2;2
274;126;41;2;1;1
275;126;27;2;1;1
277;126;20;1;2;1
279;44;79;2;2;2
280;124;20;1;1;1
281;44;19;2;2;2
283;124;85;1;1;1
284;124;51;1;0;1
286;124;8;1;1;1
288;124;24;1;1;1
289;124;69;1;1;1
291;18;71;0;0;0
292;125;71;1;1;2
298;125;85;1;2;1
299;119;79;2;2;2
300;119;40;0;0;0
302;125;18;1;1;1
303;119;90;2;2;2
305;119;19;2;2;2
306;125;35;1;0;2
310;18;24;1;1;0
312;18;85;1;1;1
314;18;22;1;1;1
315;18;8;0;1;1
317;76;69;2;2;1
319;76;67;0;1;1
320;76;18;2;2;2
322;76;73;2;1;1
324;22;22;0;0;0
325;22;85;1;1;2
326;22;24;2;2;2
327;22;35;1;1;2
328;22;41;2;2;2
333;22;73;2;2;2
336;94;20;0;0;0
338;94;24;0;1;0
339;94;51;0;1;0
343;94;8;0;1;0
345;116;35;0;0;0
347;116;87;2;2;2
348;116;41;2;2;2
349;116;22;2;2;2
350;116;33;0;2;2
351;116;67;0;2;2
352;116;1;2;2;2
353;116;23;1;2;2
354;116;52;2;2;2
355;105;24;0;0;0
356;105;8;0;0;0
360;105;20;0;0;0
361;105;69;0;0;0
362;105;41;0;0;0
368;7;24;1;1;2
369;75;85;1;1;1
370;75;52;1;2;1
371;75;24;2;1;1
374;75;69;2;2;0
376;75;27;1;1;0
377;115;24;2;2;2
379;115;20;0;0;1
381;115;8;1;0;1
384;115;51;2;2;2
386;24;52;1;1;1
387;24;2;1;1;1
388;24;18;1;2;1
389;24;1;1;1;0
390;24;35;1;0;2
391;24;85;2;2;2
392;24;69;2;2;2
394;24;67;1;2;0
395;24;73;1;2;0
397;24;27;1;1;1
399;24;86;1;1;1
400;24;23;1;1;1
402;132;1;2;2;2
403;132;87;2;2;2
405;132;22;1;1;2
406;132;41;2;2;2
407;132;86;2;2;2
408;132;85;1;0;1
410;132;67;2;1;0
415;5;27;1;1;1
416;5;24;1;2;1
417;5;71;0;2;0
418;5;18;2;1;2
419;5;85;2;1;2
420;120;87;0;0;0
421;120;42;1;0;2
422;120;85;1;1;1
425;4;35;1;1;1
426;4;86;2;2;2
427;4;2;2;2;2
428;120;24;2;2;2
430;120;44;1;1;1
431;4;85;2;2;2
432;120;53;2;2;1
433;77;67;0;1;1
435;37;20;2;1;1
438;37;42;0;0;0
444;35;79;2;2;2
445;52;17;1;0;2
446;36;52;1;2;2
448;36;25;2;2;2
449;36;18;2;2;2
450;36;87;2;2;2
451;36;22;2;2;2
452;36;1;2;2;2
453;36;33;2;2;2
454;36;41;2;2;2
455;36;83;2;2;2
458;38;11;1;2;2
459;38;13;0;1;1
460;38;43;0;2;1
461;38;56;1;1;2
462;38;15;2;2;2
463;71;15;2;2;2
465;71;41;2;2;2
466;71;35;1;2;2
467;71;18;2;2;2
468;71;1;2;2;2
469;71;13;2;2;2
470;71;85;2;2;2
471;71;52;1;1;1
472;71;69;2;2;2
473;71;86;2;2;2
474;71;22;2;2;2
475;71;23;2;2;2
476;114;21;0;0;0
477;84;82;1;0;2
478;84;15;2;2;2
479;84;92;2;2;2
480;84;23;2;2;2
481;84;44;2;2;2
482;84;50;2;2;2
484;84;56;2;2;2
485;84;87;2;2;2
486;84;39;1;0;1
487;49;1;0;0;0
488;49;27;0;0;0
492;19;13;0;0;0
496;69;43;0;0;0
497;69;8;0;0;0
498;69;53;0;0;0
499;69;42;0;0;0
500;69;17;1;0;0
503;113;24;2;2;1
504;113;87;1;2;1
505;113;85;0;0;0
506;113;25;1;2;1
507;113;29;2;2;1
508;113;13;0;1;0
509;113;11;0;0;0
510;104;69;0;0;1
511;104;1;1;2;1
512;104;87;2;2;1
513;104;23;2;1;1
516;106;41;0;0;0
517;104;52;1;2;1
518;106;2;0;0;0
519;106;83;2;2;1
520;104;41;1;1;1
521;106;13;0;1;0
522;104;85;2;1;1
523;104;22;2;1;1
524;106;52;2;1;1
526;106;18;2;0;0
527;106;69;2;1;1
528;52;91;2;2;1
530;106;87;2;2;2
533;106;15;2;2;2
534;106;23;2;2;1
535;106;25;2;2;2
537;52;30;2;2;1
538;52;10;1;1;1
539;104;27;1;2;1
540;79;79;2;2;2
541;79;75;1;1;0
542;79;19;2;2;2
543;79;80;1;2;1
544;45;1;2;1;1
546;45;13;1;2;2
547;45;87;2;2;2
548;45;85;0;0;0
549;45;52;1;1;1
550;45;41;1;2;2
551;45;35;2;2;2
553;45;27;1;2;1
554;9;83;1;2;1
555;9;15;2;1;2
556;9;35;1;1;1
557;9;33;2;1;1
558;9;52;2;2;1
559;9;82;1;1;2
561;9;1;1;1;0
562;9;41;2;1;0
564;9;25;1;2;2
565;16;52;2;2;2
566;16;18;1;2;2
567;16;85;2;2;2
568;16;2;2;2;2
569;16;13;2;2;2
571;16;35;2;2;2
573;16;87;2;2;0
574;16;41;2;2;2
575;16;15;2;2;2
578;47;6;0;0;0
581;95;61;1;2;2
582;95;34;2;2;2
583;95;82;1;2;2
584;34;9;1;1;1
585;95;56;1;1;1
586;34;72;0;0;0
587;34;39;1;0;1
588;95;39;2;2;2
589;95;9;1;2;1
590;95;36;2;2;2
591;7;82;1;2;1
592;7;87;1;2;0
594;95;50;2;2;2
595;95;92;2;2;2
596;7;22;1;1;1
597;7;85;1;1;0
598;7;9;0;0;0
599;7;62;1;1;1
601;78;57;1;1;1
603;99;52;2;2;2
604;8;91;1;1;1
605;8;43;1;2;1
606;99;71;2;2;2
607;99;57;0;0;0
608;8;11;2;2;1
609;99;61;1;1;2
611;8;17;1;1;1
612;99;13;1;1;0
613;8;30;1;1;1
615;8;8;1;1;1
617;99;35;2;2;2
619;8;53;1;1;1
620;8;20;1;1;1
621;99;18;1;1;1
622;40;59;1;1;1
623;40;0;1;1;1
625;40;94;1;2;1
626;121;40;0;0;0
627;110;40;1;2;1
628;110;68;2;2;2
630;110;0;2;2;2
631;121;94;2;2;2
632;121;68;2;2;2
633;121;0;2;2;2
634;42;19;2;2;1
635;42;40;1;2;0
637;13;25;1;1;1
638;13;92;2;1;1
639;13;87;1;2;0
642;54;35;2;2;2
643;54;69;2;2;1
644;54;41;2;2;1
645;54;13;2;2;2
647;54;22;2;2;2
648;54;27;2;2;2
650;54;85;1;1;1
652;42;79;2;2;2
654;111;42;2;2;1
655;111;51;2;2;2
656;111;43;1;1;1
657;111;11;2;2;2
659;37;51;1;0;0
660;111;17;2;1;0
662;111;30;0;0;0
663;37;30;1;1;2
664;111;10;0;0;0
665;37;17;2;2;1
668;37;11;1;2;0
669;15;42;1;1;1
670;15;91;0;1;1
671;15;10;0;0;1
672;15;20;1;1;1
673;15;30;2;2;2
674;15;17;1;1;1
676;128;61;0;0;0
677;62;61;0;0;0
678;101;69;1;1;1
679;101;67;2;1;1
680;101;73;1;1;1
681;101;2;0;0;0
682;101;13;1;0;1
683;101;85;2;2;1
686;101;41;2;1;1
687;101;27;0;0;0
688;1;87;0;1;1
690;1;69;1;1;1
693;1;22;2;2;2
695;135;87;0;0;0
696;135;2;0;0;0
697;135;41;0;0;0
698;135;27;0;0;0
699;32;61;1;1;1
700;32;82;2;1;0
701;32;25;2;2;0
702;32;87;1;1;1
703;32;18;0;1;0
704;32;13;1;1;0
705;135;1;0;0;0
706;135;52;0;0;0
708;32;52;1;1;0
709;32;35;1;1;1
710;135;82;0;0;0
711;32;85;0;0;0
713;135;13;0;0;0
715;135;86;0;0;0
716;135;85;0;0;0
717;135;18;0;0;0
718;135;35;0;0;0
719;48;72;1;0;2
720;48;44;2;2;2
721;48;34;2;2;1
722;48;54;0;1;0
724;48;70;2;2;2
725;48;39;2;2;2
726;62;87;0;0;0
727;62;21;0;0;0
728;92;51;1;0;0
729;62;1;0;0;0
730;92;87;0;0;0
731;62;41;0;0;0
732;92;29;0;0;0
734;92;62;1;0;0
737;92;22;2;1;1
738;62;52;0;0;0
739;92;39;1;1;1
741;13;6;2;2;1
742;85;71;2;2;2
743;85;57;0;0;0
747;109;86;2;2;2
748;109;13;1;1;1
749;85;18;0;0;0
750;85;33;2;2;1
751;109;1;2;2;2
752;85;61;0;2;2
753;85;36;2;2;2
754;109;85;2;2;2
755;85;1;2;2;2
757;109;18;2;2;2
758;109;82;2;2;2
759;109;87;2;2;2
761;109;61;1;1;1
763;78;35;2;2;2
764;78;2;2;2;2
765;78;27;2;1;2
766;78;52;0;2;1
767;78;41;2;2;2
768;19;25;0;0;0
769;102;53;2;2;2
770;98;57;1;1;0
771;98;35;2;1;2
772;98;13;1;2;1
773;46;44;1;0;2
776;122;61;2;2;2
777;122;82;2;0;2
778;122;52;2;1;1
779;122;83;2;1;2
780;122;25;2;2;2
782;122;87;2;2;1
783;122;23;2;1;1
785;122;21;2;2;2
786;138;77;2;2;1
787;138;65;2;2;2
788;138;31;1;2;1
789;13;77;2;2;1
790;98;87;1;2;1
791;98;1;1;1;1
792;98;25;2;1;1
793;98;85;2;1;1
795;98;56;2;2;1
796;98;29;1;2;1
797;98;15;1;2;2
798;98;77;1;2;1
800;34;36;0;0;0
801;34;50;1;1;1
803;33;86;2;1;1
804;33;87;2;2;2
805;33;29;2;1;1
807;33;47;2;1;0
808;33;62;1;0;0
809;33;77;2;1;1
810;33;76;2;1;0
812;33;23;2;1;1
813;89;82;1;1;1
815;89;86;1;1;1
816;89;47;1;1;1
818;89;77;1;1;1
819;3;1;2;2;1
820;89;83;1;1;1
821;3;76;2;2;2
822;89;44;1;1;1
823;3;15;1;2;2
824;89;61;1;1;1
825;89;87;1;1;1
826;3;27;0;1;1
827;89;92;1;1;1
828;89;52;1;1;1
829;3;12;2;2;1
830;89;6;1;1;1
832;3;65;2;2;2
833;91;1;0;1;1
834;91;76;2;2;2
835;89;25;0;0;0
836;3;39;2;2;1
837;91;56;1;1;1
838;3;70;2;2;1
839;91;6;1;2;2
841;91;9;1;1;1
842;3;25;2;2;2
845;27;77;1;1;1
846;91;62;2;2;2
847;27;41;1;1;1
849;91;50;1;1;1
850;27;12;1;1;1
851;27;47;1;1;1
852;27;31;1;1;1
853;27;61;1;1;1
854;27;6;1;1;1
855;27;87;1;1;1
856;27;18;1;1;1
859;29;33;2;1;1
860;29;12;1;1;1
861;29;87;1;1;1
862;29;52;0;1;0
863;29;83;0;0;0
864;29;1;1;1;0
865;29;77;1;1;1
866;29;15;1;1;1
867;29;65;1;1;1
869;86;77;1;1;1
870;86;87;2;1;1
871;86;65;2;1;2
872;86;12;2;0;1
874;86;27;2;2;2
875;86;35;1;1;1
876;86;47;1;1;1
877;19;77;0;0;0
878;19;52;0;0;0
879;137;47;2;2;2
881;19;9;0;0;0
882;137;87;2;1;2
883;137;52;2;2;2
884;90;62;1;1;2
885;137;15;2;2;2
886;137;82;0;2;2
887;137;33;2;0;2
889;137;1;2;2;1
890;137;39;2;2;2
891;137;70;2;2;2
892;137;18;2;2;2
894;137;72;2;2;2
895;137;76;2;2;2
896;114;1;0;0;0
898;114;82;0;0;0
899;114;39;0;0;0
900;114;47;0;0;0
901;114;61;1;1;1
902;114;52;0;0;0
903;114;92;0;0;0
904;114;83;0;0;0
905;114;70;1;2;1
906;61;1;1;2;1
907;61;54;2;2;2
908;61;77;1;2;1
909;61;44;2;2;2
910;61;39;2;2;1
911;61;76;2;2;2
912;61;34;2;2;2
913;61;27;2;2;2
914;13;62;1;1;0
915;13;76;2;2;1
916;61;29;1;2;1
917;61;62;1;2;2
918;61;82;1;1;1
919;46;49;1;1;0
921;46;77;2;1;2
922;46;87;1;2;1
923;46;62;1;2;0
924;46;82;2;2;1
925;46;47;1;1;2
926;46;56;1;2;2
928;41;16;2;2;2
929;41;40;2;2;2
931;41;19;2;2;1
932;41;93;1;2;1
933;4;26;2;2;2
934;4;32;2;2;2
935;4;63;2;2;2
936;3;83;2;2;2
938;59;76;2;2;1
939;59;86;1;1;1
940;61;52;1;2;1
941;61;9;1;1;2
942;61;83;2;2;2
945;90;41;2;2;2
947;112;44;1;1;1
949;90;15;2;2;2
951;112;26;0;0;1
952;57;71;1;1;1
953;112;25;1;0;0
956;90;26;2;2;2
957;112;54;0;0;0
958;57;26;1;0;0
959;112;9;0;0;0
960;61;32;2;2;2
961;112;77;1;0;0
962;61;63;2;2;2
963;112;29;0;0;0
964;90;87;2;2;2
965;112;62;0;0;1
966;90;65;2;2;2
967;25;91;2;1;2
969;112;52;1;0;0
970;57;1;1;1;0
971;112;15;1;1;1
972;61;26;2;1;2
975;57;29;1;0;0
976;90;22;2;2;2
977;90;31;2;2;2
978;57;15;1;0;0
979;57;76;0;1;1
981;57;23;1;0;1
982;25;51;2;2;2
983;57;52;1;0;1
984;25;63;1;0;0
985;25;1;0;0;0
986;25;86;2;1;0
988;25;53;2;2;2
991;97;25;2;1;0
992;97;82;2;1;1
993;97;26;1;1;0
994;97;63;2;1;1
995;97;44;1;0;1
996;59;32;2;1;2
997;59;49;2;1;1
998;59;15;0;0;0
999;59;87;2;2;2
1000;59;23;2;2;2
1001;128;21;0;0;0
1002;59;1;2;1;1
1003;59;83;2;2;2
1004;128;82;0;0;0
1005;128;6;0;0;0
1006;128;25;0;0;0
1007;128;31;0;0;0
1009;128;77;0;0;0
1010;128;35;0;0;0
1011;128;26;0;0;0
1012;128;47;0;0;0
1013;97;77;2;2;1
1014;97;32;2;2;1
1016;97;72;2;1;1
1017;97;34;2;2;1
1018;6;26;1;1;1
1019;6;25;1;1;1
1020;6;6;2;2;2
1021;6;44;2;2;2
1022;6;65;2;1;2
1023;6;62;1;0;1
1024;6;76;1;1;2
1025;6;1;1;1;1
1026;6;54;1;1;2
1027;6;23;1;1;2
1029;131;20;2;1;2
1030;131;30;1;2;1
1031;131;91;2;2;2
1033;131;17;2;2;2
1034;131;10;0;2;0
1036;73;62;0;0;0
1039;73;47;0;0;0
1040;73;26;0;0;0
1041;73;41;0;0;0
1042;73;52;0;0;0
1043;73;35;0;0;0
1045;73;15;0;0;0
1046;49;77;0;0;0
1047;49;18;0;0;0
1048;49;85;0;0;0
1050;49;87;0;0;0
1051;49;15;0;0;0
1052;49;41;0;0;0
1054;58;71;1;2;2
1055;58;82;2;2;0
1056;58;21;2;1;1
1057;58;57;1;1;1
1059;58;61;2;2;1
1061;2;77;2;1;1
1063;2;2;1;1;1
1064;2;1;2;2;0
1065;2;41;1;1;1
1066;2;15;2;2;2
1067;96;6;2;2;2
1068;2;33;1;2;1
1069;2;27;2;1;0
1070;2;31;1;1;2
1071;2;87;1;1;1
1072;96;22;2;2;2
1073;96;92;1;2;1
1075;96;9;1;0;2
1076;96;36;2;2;2
1077;136;37;1;1;2
1078;96;44;2;2;2
1079;136;15;2;2;2
1080;96;32;2;2;2
1081;136;77;2;2;2
1082;136;92;1;1;1
1083;96;39;1;2;1
1084;136;36;2;2;2
1086;96;63;1;2;2
1087;96;76;1;2;1
1088;136;63;2;2;2
1089;136;54;1;2;2
1090;136;29;2;2;2
1091;136;86;2;2;2
1092;97;9;2;0;1
1093;97;21;2;2;2
1094;97;56;2;2;1
1096;58;36;2;2;2
1097;10;21;1;1;1
1098;10;82;1;0;0
1099;10;25;0;0;0
1100;3;33;2;2;2
1104;102;11;2;2;2
1105;102;43;2;2;0
1106;10;18;2;2;2
1107;102;10;2;2;0
1110;13;47;2;2;2
1111;13;35;1;1;0
1112;28;5;1;1;1
1113;28;64;1;1;1
1114;28;45;0;1;0
1115;50;5;0;1;1
1116;50;7;0;0;0
1117;50;28;0;0;0
1118;50;74;0;2;0
1119;50;58;0;2;0
1120;50;78;0;2;0
1121;50;60;0;0;0
1122;28;58;1;1;1
1123;129;60;0;0;1
1125;28;46;2;2;2
1126;28;88;0;0;0
1127;28;4;2;2;2
1128;87;3;2;2;1
1129;87;45;1;2;1
1131;87;5;2;2;1
1132;87;58;1;2;1
1133;87;74;1;2;1
1134;87;78;1;2;1
1135;87;88;1;2;1
1136;65;89;1;0;1
1137;65;60;2;1;2
1139;65;48;1;1;1
1140;129;48;0;0;0
1142;39;89;2;2;1
1145;39;48;1;1;2
1148;130;89;0;0;0
1149;130;60;1;2;1
1150;43;28;1;1;1
1151;43;7;1;2;1
1152;11;55;2;2;1
1153;43;4;1;1;1
1155;43;5;1;1;1
1156;43;46;1;1;1
1157;11;66;1;1;0
1158;68;64;1;1;0
1159;68;78;1;1;1
